NOMENUM;LSTM RMSE;Prophet RMSE;LSTM R2;Prophet R2
Nova Iguaçu;3756.2937565705683;4060.9902698153332;0.07168460640494057;-0.12033898396894349
Maratá;21.067814885247756;109.42291910506638;0.31819379894717414;-13.743645266178854
Presidente Prudente;2077.4661741829914;1275.1137130673287;-13.486567198846567;-3.6946659108912607
Diamante;10.142917182573537;151.1161583440412;0.9376552572447162;-12.422589109145557
Califórnia;74.16020538206922;252.9372387784434;0.10332357827219629;-8.179353261394144
Londrina;18406.765554615584;14099.598616412663;-4.1864735101435615;-1.4142189332365467
Lins;182.73538873448948;2313.156995851381;-11.316503380989056;-427.97322670685804
Nova Lacerda;122.07749352600938;390.2092061002101;0.700133617710973;-1.8380522374189545
Jardim;7.436080530234226;251.97080929900844;0.9972522690101348;-2.1143020731544624
Brotas de Macaúbas;68.85560433820162;93.74355108540226;0.3457936360549684;-0.08402290409433455
Porto Velho;479.2284555226837;14306.84057961475;0.9822337565105927;-14.19543701143098
Caapiranga;7.308404711276994;146.3145650877965;0.7553858306288792;-93.19164527753483
Afuá;596.455261610094;783.1414703664268;-1631.7192940023854;-2888.4263348722834
Monte Alegre;55.77293589571715;568.2957075747096;0.9913579025871252;0.12864853209715654
Água Branca;59.49850935073454;18.74407155951359;-0.25487818660467587;0.8841109679205442
Belo Campo;42.39923014281826;54.136263213303664;-62.75794984532574;-0.7383395278332525
Montezuma;1.2796385771301186;232.45091751573236;-25.317453407377382;-556359.753477739
Itaberá;806.4494652526816;844.0863408544291;-1.0863753096386701;-1.2066405049961135
Ibirubá;167.1188006876868;468.5573984039344;0.6712099675098087;-1.2023623511680261
Pau dos Ferros;85.11765590228076;353.9034822709732;-0.4033182728720772;-21.51979125407837
Duas Estradas;12.84153366356986;19.891344452052184;0.9362463093980017;0.8228965758731814
Nazaré da Mata;794.8588859015532;47.828171846352156;-116.91786269114534;0.5495878738931277
Delta;58.52825454785152;253.5486710210473;-1.6564975186472959e+28;0.0
Atilio Vivacqua;160.8515271451245;653.42338940938;0.19626326419283202;-11.36300893523571
Trairão;5.6774525501468345;28.104588601636575;0.9870237107588177;0.7071297779132754
Ibicoara;57.72649748503424;213.62530298945146;0.33124382552096887;-7.718757018112953
Cesário Lange;90.01685525592353;167.20193111856395;-25.131297201548303;-46.65080577629906
Narandiba;58.23456481247576;196.0852129320221;0.12386921989606847;-6.822228887357028
Jaguaribe;337.23957646895656;399.38896648310447;0.47546279877172826;0.2946844075158501
Caldeirão Grande;135.07693751487486;123.27170837941068;-9.937083539074578;-0.8029349763322482
Mogi das Cruzes;472.4324939048533;7514.654184359835;0.9088589981624308;-20.116816519058908
Belo Horizonte;3102.1016572413564;17552.72396123969;0.9765548403993979;0.3247151471590394
Presidente Lucena;8.155334110662695;62.769161973239214;0.7462588584839742;-11.978552204032859
Acauã;7.722149140651139;28.780097272315714;0.5502745488211624;-5.124817030835239
Feira de Santana;3433.012949569138;4140.018161660223;0.16907289327925812;-0.2133178610382891
Coronel Macedo;9.034213562442618;103.55266848808061;-5.258963657239169;-856.3648325791326
Crato;222.83527221909324;653.9981487616424;0.9876011974153034;0.8944729437920665
Bela Vista do Toldo;1.5254362887856168;10.888915991438259;0.6564534798015534;-14.744129221222527
Ouro Preto do Oeste;276.4595716628329;776.342304783086;0.22972900258146622;-4.502962505989064
Bacabeira;6.318437326726465;30.79644448772816;0.8407510707577899;-2.8664445506274063
Erval Velho;56.98927854917011;150.30828137420022;-3.235889512659016;-22.21508888730565
Caiuá;9.902823510896544;73.55241907984255;-2.9122058367086168;-188.3407198682075
Itabuna;290.98427650183066;3581.5203836638057;0.9256707189366179;-9.862767407419184
Jaborandi;2.6469325591129365;91.89778646032443;0.6942581273141896;-345.2351165991187
Irecê;83.13335923574337;1105.8524148715967;0.9880215041044947;-1.2454035137913135
Balneário Camboriú;366.9419758273214;2087.063749454518;0.5296038162582538;-12.943500727555424
Colinas do Tocantins;135.97664665095834;182.95846095342938;0.7655551506572108;0.604760616595584
Rio Pardo de Minas;59.03186069707207;192.99336558133862;0.5533339348060762;-3.4314506730129137
Guarantã;0.37968541961752555;63.31400973775807;0.9146413703907484;-2287.3702873742272
Pirajuí;89.1555338701997;388.7692846722131;0.876766191358561;-0.989788967098644
Biritinga;16.758096912527503;217.79471498182363;0.9397262802408776;-8.662947272050012
Barra do Garças;4702.390654555892;531.8132590942006;-20.213929711130834;0.7546341219263214
Campina Grande;68.38930656737175;5671.28708285613;0.998810910486424;-6.989675629523045
Maetinga;56.294736645047074;125.89079723370293;0.28533801119649327;-2.2682236923374535
Coreaú;26.765565222938243;395.0647946184071;0.9199375078832144;-15.767679546380972
Curimatá;23.99614123268273;227.03673818946214;-91.54118556533605;-7774.322248625522
Itaara;1003.8283097503722;15.96435489806991;-756.4450037076425;0.8414740502232188
Frecheirinha;85.97117848814155;152.39678962462378;-1.210612094927419;-5.353365750482062
Belo Jardim;943.8829278467484;881.8913246849319;-0.37280398968258077;-0.10050425149403486
Floresta Azul;41.5890440398477;93.43528453962259;-0.9406727409503268;-8.103765610585434
Caririaçu;117.86622512465847;122.6367306859335;0.06748767509542741;0.004054352880374701
Massapê;17.803611234066004;541.3020573042832;0.9690262817562421;-31.990744171324017
Conde;170.3744793537145;207.50476586127087;0.17742446646615329;-0.44958628609168905
Ibirapuã;55.59420004806944;111.12665117830517;-0.7838648245686579;-5.768903956048414
Araraquara;11468.075163214051;8452.645502880621;-4.795464871126689;-1.4717290630832833
Porto Xavier;7.922537295105265;170.0665959937228;0.9893495280581331;-3.319712531352759
Ibiúna;43.14897385947904;662.9664256675054;-4.211393675436152;-1164.0019286105103
Itaituba;155.36284983156696;948.8687328644271;0.9679456195655387;-0.11089650476051305
Marques de Souza;13.30184054866924;19.166694511125684;-0.4986922500563622;-1.7114774300427218
Capim Branco;50.25613431280779;229.50142429651288;0.7403412734275323;-3.895526552346211
São Luís;3623.1681741810867;957.5060565411001;0.13702547264218357;0.9474985833383431
Aiquara;12.855785469339526;15.036750286707246;0.6348583531063495;0.5231349120013999
Itaguaí;105.93483223090152;2908.7141245420407;0.975979885941609;-17.54407594699174
Goiânia;93380.20433761479;28497.616695656012;-4.31082285010545;0.5448746726074244
Itarantim;4.463169290540864;38.903209170062574;0.9828477973606553;-0.21873672459749938
Araucária;740.6984435258751;2120.015533674542;0.49815600129455806;-2.1328656031111435
Coronel Freitas;27.153118216123172;39.80075323464819;0.804178909455706;0.6246931153756698
Cedro;124.57052328943318;287.20809576659815;0.848740382678012;0.21057608217216794
Cachoeiras de Macacu;135.04631131178067;276.9881188688454;0.8729089157262968;0.5034371907601488
Apucarana;33592.40515681051;2153.646780465543;-2275.512369033048;-6.043511099121164
Irauçuba;143.00520271206224;98.700608655804;0.002773295336754078;0.5329360889182284
América Dourada;38.52341771508891;325.45117007355594;0.7584698103007027;-4.530752617030453
Echaporã;3.731267622072523;102.32587888356642;-3.267747800243013;-3570.672354078683
Jaru;91.18108114881868;503.155313728427;0.9707096573432635;0.1756214564880848
Belterra;62.69841101692333;112.3729086264856;0.9055764766847023;0.7043421352485124
Almas;6.796242438936132;21.806382582585517;-0.36456088633393335;-12.247499534396747
Peixe;71.8159094501539;1019.5337420186097;0.7208980048653513;-43.97390273145635
Lagoa Salgada;5.279803447383303;126.74219730188294;0.4075021238614386;-341.43834873465335
Agrestina;138.94098966991288;131.64841854785834;-0.039631672321289946;0.1236581822342685
Catende;41.22674778285528;144.55835124565735;0.8706140580286741;-0.5394159005652714
Escada;73.14901615218625;83.6868233935696;0.7114588603782688;0.6220439826604458
Gameleira;47.21517236374159;47.52610496771427;0.2508448088161013;0.20048219471101458
Goiana;161.82846855517874;1062.4924534308736;0.8918293859547868;-3.5318719904819513
Paudalho;586.2799836243593;55.0240178921983;-14.905903793901915;0.8655417623328694
Ribeirão;4.958929309650889;146.76154843096694;0.920560352604754;-62.01033855595069
Laranjeiras;164.2337150491787;266.1201655377309;-21.16741515733339;-56.07541973832163
Arataca;30.783280976112444;156.51797747934256;-284.8069839397867;-492.96021391500693
Caatiba;20.850527394358473;160.13081083589714;-8.719541408210947;-30.85139234047822
Bandeirantes;568.6742959635951;60.59975028735696;-2.293605825220727;0.9700179917806079
Cruzeiro do Iguaçu;41.17775944556264;185.1384600923791;0.01528524142542298;-19.08283094468187
Fernandes Pinheiro;4.695988219468852;57.666168488533486;-1.1915887391638913;-207.92255505421997
Imbituva;129.9186956468397;362.29986710174194;-1.5194221391369274;-13.649244734500405
Jacarezinho;430.15803568184526;1421.6578535971714;0.49459303485346917;-3.579713491390903
Anápolis;612.0633156112784;1436.7260197071737;0.9880689563431496;0.9325884764331175
Quatro Pontes;30.245094858740636;43.34446100560342;0.32610940980403125;-0.13989396180686642
Espera Feliz;68.6604250407741;600.322826869638;0.7986872216186254;-12.264903967897597
Icó;819.7216446682455;942.6818673387673;-0.46777453000014546;-0.8842154785633629
Monteiro Lobato;0.5956624410953952;23.43269614385993;0.9622360371688194;-54.50979111801218
Americana;79.61141660150376;2745.8022926995336;0.24279561176209363;-826.4519583457826
Mairiporã;88.16520270794156;588.7274043174806;0.8520652005511573;-5.074652314701848
Ibicaraí;42.858394733071975;52.030645068258075;0.8283073323722062;0.7461549208644985
Mariápolis;162.80538522412922;196.65257582753077;-1.7316794367131667;-2.3087979156258998
Santarém;301.87659769135837;6627.397286218458;0.987144746537918;-4.936141531544102
Novo Triunfo;128.72621419511194;75.97395618067577;-51.93242788202829;-15.999605614857984
Bariri;178.24872145041533;708.5908489020926;0.9596284205141381;0.4020058526102649
Canudos;56.615462617155;69.1040278015941;0.1277867097549087;0.24334385932974645
Cabreúva;18.29607512245116;211.5312272912519;0.9979749950183885;0.7364926700386056
Neves Paulista;74.923092051326;234.233125976968;0.7616534384602169;-0.9978322037881324
Adolfo;159.3954261959383;228.32216381271246;-1.005297395775587;-2.535044572076838
Macaubal;83.8210968989094;29.155082554147484;0.27921429683037047;0.9235367971029541
Cariré;43.13695674265865;81.36389947697202;0.8760136947444837;0.5821336144336069
Vila Rica;143.33676022376326;227.0665110870066;0.0619547589108661;-0.9086985087367088
Guaraciaba do Norte;63.53722374267233;87.16895731625758;0.8320952349130512;0.6890127396903007
Urucurituba;25.957113884923096;333.56721988238223;0.7602765074434782;-36.61128924864942
Nova Lima;1107.651808538728;4955.251928175631;0.8528555683401317;-1.93978946401573
Jarinu;31.444335498761294;277.04144926147814;0.7907975625196708;-15.622490360715066
Tucuruí;46.71195831776123;714.4347883751103;0.9867248310552799;-2.097595567824789
Barueri;109.99491162816908;2128.3213489065183;0.9979707756435692;0.2567047299460947
Andradina;374.1773648176057;2068.2340307046334;0.8624161862742772;-2.843798966604501
Álvares Machado;91.2449046530608;591.4450491835737;0.7757905608304922;-6.271285816190844
Poá;42.79781606524043;336.642331187562;0.9949113388494929;0.6957009440063318
Jandaia;28.867083952010425;132.29717303544243;0.9435061468051662;-0.08128459077268979
Bujari;34.10128458276826;22.570455250742643;-2.466693477531381;-0.41428176159858365
Itarema;40.73294097926111;489.19172243168595;0.9464435533832863;-6.538379253389125
Maxaranguape;7.679005983253479;32.617524285889104;0.8443426454456566;-2.6988583305507547
Umbuzeiro;21.197803402108296;29.228016271749986;0.790778289025126;0.621297679742407
Antônio Gonçalves;18.064995365872257;114.92248855739687;0.8923168541124413;-3.019355617440998
Camacan;90.2462775347029;497.7130602147765;-0.17418698656953535;-4.170333822821525
Itapicuru;24.8168247692403;290.5332683954194;0.8679282083491431;-17.19787823505187
Macururé;33.19948227756282;31.81758451546116;-2.820970266278111;-1.938034299617721
Mortugaba;3.255554680020169;190.17399465530644;0.6230327035750578;-1291.8026994964275
Santo Antônio do Sudoeste;81.99232428554885;91.36884289189331;0.8445622708740891;0.8224445525388869
Santa Helena;56.333543152796516;294.86676878131505;0.40916737805830006;-13.104596960647653
Bauru;162.22018864542278;1798.4927507400669;0.9979846110606002;0.7771130037641567
Jales;930.819620099517;948.7735132745535;0.18605214078469556;0.20876952635631463
Chavantes;241.04614143840922;81.99449776720245;-3.823881287993924;0.5254715288953928
Barbalha;81.68183826593864;961.242623629452;0.992924633816003;0.054858067770234276
Confresa;65.853426905792;126.37960997552942;0.9301099886818198;0.7630506717389973
Gurupi;486.5530766161823;8487.948256206204;0.9905420103095933;-0.8912010641759456
Gonzaga;156.3371887314729;156.3174540090401;-3.9947109884487553;-2.6134659802194875
Cosmópolis;49.732664702781214;590.5653231668524;-14.811461274470789;-2004.0578965602258
Cascavel;479.4708845149712;1209.2909102668225;0.9565266236569375;0.7523916116952691
São João do Piauí;73.7799389216153;210.13961827777874;0.7558995609966711;-0.9900765422189628
Mirassolândia;6.74403970357277;195.61022789613787;-4.313334740985358;-3913.2623324282026
Itapagé;81.04412256374272;131.47664227525115;0.8190376544826583;0.5375076600157109
Bom Jesus;3.9760490372606663;81.12740884300108;-2.440053137075037;-896.3038476119484
Avaí;2.9644033625779236;31.817175947771553;0.8515148085019169;-15.643329024168828
Joaquim Távora;363.8996492374655;406.9837420847124;-2.5548528084679543;-2.7837436515645866
Macaé;445.62706262215806;6878.17042933692;0.9551168098079089;-9.07256291082484
